trade_timestamp,ticker,sector,price,volume,daily_return,market_cap_M,beta,pe_ratio,analyst_rating,Day,sector_Consumer,sector_Energy,sector_Finance,sector_Healthcare,sector_Technology,analyst_rating_Buy,analyst_rating_Hold,analyst_rating_Sell
2024-05-05 13:03:23,MSFT,Healthcare,146.446881284744,5434586,-0.0188510885424713,1421.6479229341574,1.2838647462551505,9.542803968415107,Sell,5,False,False,False,True,False,False,False,True
2024-12-11 18:35:40,TSLA,Healthcare,60.78665998757995,8664492,0.0332921616414668,488.284325750436,1.2404367349657175,25.2812049740324,Buy,11,False,False,False,True,False,True,False,False
2023-03-16 06:59:00,META,Finance,469.805352085964,9648736,-0.0048958560953545,1421.6479229341574,0.9463891116762536,6.797386628891115,Sell,16,False,False,True,False,False,False,False,True
2023-09-29 13:30:20,TSLA,Technology,433.46540168113177,2912107,0.0130257166190913,1244.7327446070256,1.0662448600930607,46.60925988463081,Sell,29,False,False,False,False,True,False,False,True
2023-11-19 12:24:34,BAC,Healthcare,324.7182803038048,6065094,-0.00035235851267984995,1421.6479229341574,0.4564491016307938,47.92324504775656,,19,False,False,False,True,False,False,False,False
2024-04-17 23:12:23,AMZN,Energy,462.0851860454193,4813724,0.0268446541984724,2116.8032553690264,1.0400678551973894,40.91953288872815,Buy,17,False,True,False,False,False,True,False,False
2024-04-21 23:29:02,BAC,Consumer,110.61141121550627,8687493,0.0227705692591659,848.0347005093006,0.8401119774840945,17.323176396210656,Hold,21,True,False,False,False,False,False,True,False
2024-01-07 21:12:19,MSFT,Consumer,389.4221817220517,661470,0.0059644655170379,238.60811891628123,1.17688882481464,8.930291678230255,,7,True,False,False,False,False,False,False,False
2023-12-24 05:34:23,BAC,Energy,216.492965531239,5678880,0.0280214051237717,1356.3333373287207,0.7997527416045387,34.120345463310485,Hold,24,False,True,False,False,False,False,True,False
2023-01-31 17:00:14,AAPL,Technology,118.54701957090909,4444334,0.0173904515292845,518.9806987289794,0.8031011644938455,16.201431466583845,Sell,31,False,False,False,False,True,False,False,True
2023-07-20 08:38:24,AMZN,Finance,160.15842569756546,7537652,0.0250183576898616,1220.449486375109,0.976383113077978,12.315140855908924,Buy,20,False,False,True,False,False,True,False,False
2024-03-23 22:09:56,MSFT,Finance,124.72818458628792,9610200,0.0066074326795398,1015.9981679397396,1.195196548321835,13.702341192195016,Sell,23,False,False,True,False,False,False,False,True
2023-01-14 18:16:46,AMZN,Healthcare,476.97939815260287,7156221,0.0216601827473314,3819.2363236125016,1.0965808638409718,49.363394019904746,,14,False,False,False,True,False,False,False,False
2023-01-31 04:21:40,AMZN,Healthcare,148.48547395758447,2333914,-0.015349078340923,381.687262309863,1.5063099700666225,39.58326466695399,Hold,31,False,False,False,True,False,False,True,False
2023-08-14 23:24:10,AAPL,Consumer,171.65380468969738,7821566,0.0014333657287826,1419.4883495958516,1.121240753980132,29.622482192484533,Hold,14,True,False,False,False,False,False,True,False
2024-01-27 12:19:20,META,Technology,178.72128582817788,8891781,0.004455128233832,1610.3735950311298,1.0176323718483473,12.315140855908924,Sell,27,False,False,False,False,True,False,False,True
2024-09-19 22:27:56,GOOG,Technology,245.64188606407075,4277086,0.0012929104429841,1231.5898289391714,0.9275075861813196,8.634729164330885,Hold,19,False,False,False,False,True,False,True,False
2023-06-01 01:19:58,BAC,Energy,58.894900404211256,4136627,0.0277826134732403,450.9056117577375,0.8116713368897855,34.792232208420316,Buy,1,False,True,False,False,False,True,False,False
2024-01-15 07:08:51,AAPL,,240.3353321160621,4012823,-0.0013548643837708,1736.677209766244,1.0176323718483473,12.315140855908924,Buy,15,False,False,False,False,False,True,False,False
2024-11-24 05:36:43,NVDA,Technology,419.55385396903046,5237254,-0.0102987744963377,2630.70654443709,1.2259669125091648,16.58244090625766,Hold,24,False,False,False,False,True,False,True,False
2024-01-17 01:23:39,GOOG,Healthcare,-171.1598858805089,2324425,-0.007553822268301099,521.8671055078952,1.3864518724016426,34.2095719634213,Buy,17,False,False,False,True,False,True,False,False
2024-08-24 16:39:58,AMZN,Healthcare,166.0137843660595,2000019,-0.00035235851267984995,320.2374136644106,1.0176323718483473,17.592166327765426,Sell,24,False,False,False,True,False,False,False,True
2023-03-23 19:06:38,BAC,Healthcare,485.9385446127194,3173460,0.014773109522338502,1583.9354859547043,1.025591084547542,28.344676244733904,Sell,23,False,False,False,True,False,False,False,True
